StandID,INVYR,TRAIN
24465043010900_1,2003,train
24465043010900_2,2003,train
24834929010900_1,2004,train
24834929010900_2,2004,train
24834929010900_3,2004,train
12993100010497_1,2005,train
12993100010497_3,2005,train
24160953010900_1,2002,train
24160953010900_2,2002,train
24160953010900_3,2002,train
24160953010900_4,2002,train
13062886010497_1,2005,train
13062886010497_2,2005,train
13062886010497_3,2005,train
13062886010497_4,2005,train
24852818010900_1,2004,train
24852818010900_3,2004,train
24852818010900_4,2004,train
40220591010497_2,2010,train
24833221010900_1,2004,train
24833221010900_2,2004,train
24833221010900_3,2004,train
24833221010900_4,2004,train
40220839010497_1,2010,train
40220839010497_2,2010,train
40220839010497_4,2010,train
25078257010900_2,2004,train
25078257010900_3,2004,train
22398710010497_2,2004,train
22398710010497_3,2004,train
22398710010497_4,2004,train
22398974010497_1,2005,train
22398974010497_2,2005,train
22398974010497_3,2005,train
22398974010497_4,2005,train
22399126010497_1,2006,train
22399126010497_4,2006,train
22954496010497_1,2007,train
22954496010497_2,2007,train
29395673010497_1,2008,train
13003271010497_4,2005,train
29883052010497_1,2009,train
29883052010497_2,2009,train
29883052010497_3,2009,train
29883052010497_4,2009,train
40220276010497_2,2010,train
40220276010497_3,2010,train
22398354010497_2,2002,train
22398354010497_4,2002,train
8642660010901_1,2006,train
8642660010901_2,2006,train
8642660010901_4,2006,train
22398248010497_1,2002,train
22398248010497_2,2002,train
22398248010497_3,2002,train
25072297010900_1,2004,train
25072297010900_2,2004,train
25072297010900_3,2004,train
25072297010900_4,2004,train
40220175010497_1,2010,train
40220175010497_3,2010,train
29882779010497_1,2009,train
29882779010497_2,2009,train
29882779010497_3,2009,train
29882779010497_4,2009,train
25071903010900_1,2004,train
24501439010900_1,2003,train
24501439010900_3,2003,train
24501439010900_4,2003,train
24545666010900_1,2003,train
24545666010900_2,2003,train
24545666010900_3,2003,train
24545666010900_4,2003,train
24846081010900_1,2004,train
24846081010900_2,2004,train
24846081010900_3,2004,train
24846081010900_4,2004,train
29883500010497_1,2009,train
29883500010497_2,2009,train
29883500010497_3,2009,train
29883500010497_4,2009,train
29882750010497_2,2009,train
29882750010497_3,2009,train
22398687010497_2,2004,train
22398687010497_3,2004,train
22398687010497_4,2004,train
24131587010900_1,2002,train
24131587010900_2,2002,train
24131587010900_3,2002,train
24131587010900_4,2002,train
22954481010497_1,2007,train
22954481010497_2,2007,train
22954481010497_3,2007,train
22954481010497_4,2007,train
22954446010497_2,2007,train
22399289010497_1,2006,train
22399289010497_3,2006,train
22399289010497_4,2006,train
22398881010497_1,2005,train
22398881010497_2,2005,train
22398881010497_3,2005,train
8636345010901_4,2006,train
40220763010497_1,2010,train
40220763010497_2,2010,train
40220763010497_3,2010,train
40220763010497_4,2010,train
22932959010497_1,2008,train
22932959010497_3,2008,train
22932959010497_4,2008,train
40220119010497_2,2010,train
40220119010497_3,2010,train
40220634010497_1,2010,train
40220634010497_2,2010,train
40220634010497_3,2010,train
40220634010497_4,2010,train
8651894010901_1,2006,train
8651894010901_2,2006,train
8651894010901_3,2006,train
22933115010497_1,2008,train
22933115010497_4,2008,train
29395600010497_1,2008,train
29395600010497_2,2008,train
29395600010497_3,2008,train
29395600010497_4,2008,train
29883233010497_1,2009,train
29883233010497_4,2009,train
22398341010497_2,2002,train
22398341010497_4,2002,train
22398954010497_1,2005,train
22398954010497_2,2005,train
22398954010497_4,2005,train
24190530010900_1,2002,train
24190530010900_2,2002,train
24190530010900_4,2002,train
29395520010497_1,2008,train
29395520010497_3,2008,train
29395520010497_4,2008,train
40220656010497_1,2010,train
40220656010497_2,2010,train
40220656010497_3,2010,train
40220656010497_4,2010,train
24499031010900_3,2003,train
22398782010497_3,2004,train
29883072010497_1,2009,train
29883072010497_2,2009,train
29883072010497_3,2009,train
29883072010497_4,2009,train
22398656010497_3,2003,train
22398656010497_4,2003,train
24535881010900_3,2003,train
24535881010900_4,2003,train
13240308010497_1,2004,train
13240308010497_2,2004,train
13240308010497_3,2004,train
24873819010900_2,2004,train
24873819010900_3,2004,train
24873819010900_4,2004,train
22954702010497_1,2007,train
22954367010497_1,2007,train
22954367010497_2,2007,train
22954367010497_3,2007,train
13194596010497_2,2004,train
13194596010497_3,2004,train
22398941010497_1,2005,train
22398941010497_2,2005,train
22398941010497_3,2005,train
22398941010497_4,2005,train
24860876010900_3,2004,train
24522629010900_1,2003,train
24522629010900_3,2003,train
24522629010900_4,2003,train
8604281010901_1,2006,train
8604281010901_2,2006,train
8604281010901_4,2006,train
22399028010497_1,2005,train
12993736010497_4,2005,train
29883254010497_4,2009,train
13055193010497_1,2005,train
13055193010497_2,2005,train
13055193010497_3,2005,train
22954554010497_1,2007,train
22954554010497_2,2007,train
22954554010497_3,2007,train
22954554010497_4,2007,train
24134260010900_1,2002,train
24134260010900_2,2002,train
24134260010900_3,2002,train
24134260010900_4,2002,train
29394738010497_1,2007,train
29394738010497_2,2007,train
29394738010497_3,2007,train
22398720010497_1,2004,train
22398720010497_2,2004,train
22398720010497_3,2004,train
22399059010497_1,2005,train
22399059010497_3,2005,train
24166668010900_1,2002,train
24166668010900_4,2002,train
40403594010497_1,2010,train
40403594010497_2,2010,train
40403594010497_3,2010,train
40403594010497_4,2010,train
25070287010900_3,2004,train
24537422010900_2,2003,train
24537422010900_3,2003,train
22398785010497_1,2004,train
22398785010497_3,2004,train
22398785010497_4,2004,train
22398599010497_1,2003,train
22398599010497_2,2003,train
22398599010497_4,2003,train
40220431010497_2,2010,train
40220431010497_3,2010,train
40220431010497_4,2010,train
22399306010497_1,2006,train
22399306010497_2,2006,train
22399306010497_4,2006,train
24206805010900_1,2002,train
24829316010900_1,2004,train
24829316010900_2,2004,train
24829316010900_3,2004,train
24829316010900_4,2004,train
29394875010497_1,2008,train
29394875010497_2,2008,train
29394875010497_3,2008,train
29394875010497_4,2008,train
13018219010497_1,2005,train
13018219010497_2,2005,train
13018219010497_3,2005,train
13018219010497_4,2005,train
29395748010497_4,2008,train
22398799010497_2,2004,train
22398799010497_3,2004,train
22398337010497_1,2002,train
22398337010497_2,2002,train
22398337010497_3,2002,train
22398337010497_4,2002,train
12969073010497_1,2005,train
12969073010497_4,2005,train
29395705010497_1,2008,train
29395705010497_2,2008,train
29395705010497_3,2008,train
22933178010497_2,2008,train
22933178010497_3,2008,train
22933178010497_4,2008,train
24502332010900_1,2003,train
24502332010900_3,2003,train
24502332010900_4,2003,train
29883206010497_1,2009,train
29883206010497_2,2009,train
29883206010497_3,2009,train
29883206010497_4,2009,train
22398210010497_2,2002,train
22398210010497_3,2002,train
22398210010497_4,2002,train
40220493010497_3,2010,train
22954349010497_1,2007,train
22954349010497_2,2007,train
22954349010497_3,2007,train
22933132010497_3,2008,train
22399290010497_1,2006,train
22399290010497_2,2006,train
22399290010497_3,2006,train
22399290010497_4,2006,train
24479236010900_1,2003,train
24479236010900_2,2003,train
24479236010900_3,2003,train
24479236010900_4,2003,train
24841715010900_1,2004,train
24841715010900_2,2004,train
24841715010900_3,2004,train
24841715010900_4,2004,train
40220254010497_1,2010,train
40220254010497_3,2010,train
40220254010497_4,2010,train
29395550010497_1,2008,train
29395550010497_2,2008,train
29395550010497_3,2008,train
24134547010900_1,2002,train
24134547010900_2,2002,train
24134547010900_3,2002,train
24134547010900_4,2002,train
40403539010497_1,2010,train
40403539010497_2,2010,train
40403539010497_3,2010,train
40403539010497_4,2010,train
40220704010497_2,2010,train
40220704010497_3,2010,train
40220704010497_4,2010,train
22398724010497_1,2004,train
22398724010497_2,2004,train
22398724010497_3,2004,train
22398724010497_4,2004,train
22827779010497_1,2007,train
22827779010497_2,2007,train
22827779010497_3,2007,train
22827779010497_4,2007,train
12996941010497_1,2005,train
12996941010497_2,2005,train
12996941010497_3,2005,train
12996941010497_4,2005,train
22933051010497_1,2008,train
22933051010497_2,2008,train
40220105010497_1,2010,train
40220105010497_2,2010,train
40220105010497_3,2010,train
24845887010900_2,2004,train
24845887010900_3,2004,train
24845887010900_4,2004,train
22932906010497_1,2008,train
22932906010497_2,2008,train
22932906010497_4,2008,train
193209046020004_1,2007,train
193209046020004_4,2007,train
8601444010901_2,2006,train
8601444010901_3,2006,train
24829480010900_1,2004,train
24155744010900_1,2002,train
24155744010900_3,2002,train
24155744010900_4,2002,train
22398239010497_1,2002,train
22398239010497_2,2002,train
22398239010497_3,2002,train
22398239010497_4,2002,train
24173984010900_1,2002,train
24173984010900_4,2002,train
22398759010497_2,2004,train
22398759010497_4,2004,train
24481528010900_1,2003,train
24481528010900_2,2003,train
24481528010900_4,2003,train
29395597010497_1,2008,train
29395597010497_3,2008,train
29882703010497_1,2009,train
24502803010900_1,2003,train
24502803010900_2,2003,train
24502803010900_4,2003,train
13058452010497_1,2005,train
13058452010497_3,2005,train
13058452010497_4,2005,train
22398597010497_1,2003,train
22398597010497_4,2003,train
22399288010497_1,2006,train
22399288010497_2,2006,train
22399288010497_3,2006,train
22399288010497_4,2006,train
8624556010901_1,2006,train
8624556010901_3,2006,train
24465872010900_1,2003,train
24465872010900_2,2003,train
24465872010900_3,2003,train
24465872010900_4,2003,train
29883224010497_1,2009,train
24520893010900_1,2003,train
24520893010900_2,2003,train
24520893010900_3,2003,train
40220549010497_2,2010,train
40220549010497_3,2010,train
40220549010497_4,2010,train
22954792010497_1,2007,train
22954792010497_2,2007,train
22954792010497_3,2007,train
22954792010497_4,2007,train
22399119010497_1,2006,train
22399119010497_2,2006,train
22399119010497_3,2006,train
22399119010497_4,2006,train
24203073010900_1,2002,train
22398935010497_1,2005,train
22398935010497_2,2005,train
22398935010497_4,2005,train
24184569010900_1,2002,train
24184569010900_2,2002,train
24184569010900_3,2002,train
29882840010497_1,2009,train
29882840010497_2,2009,train
29882840010497_4,2009,train
29394877010497_1,2008,train
29394877010497_2,2008,train
29394877010497_4,2008,train
40403494010497_1,2010,train
40403494010497_2,2010,train
13230130010497_1,2002,train
13230130010497_3,2002,train
13230130010497_4,2002,train
22931043010497_1,2008,train
22931043010497_2,2008,train
22931043010497_3,2008,train
22931043010497_4,2008,train
22827718010497_1,2007,train
22827718010497_2,2007,train
22827718010497_4,2007,train
22398808010497_1,2004,train
22398808010497_2,2004,train
22398808010497_3,2004,train
22398808010497_4,2004,train
8635925010901_1,2006,train
8635925010901_3,2006,train
8635925010901_4,2006,train
22399221010497_1,2006,train
29882727010497_1,2009,train
29882727010497_2,2009,train
29882727010497_4,2009,train
24467269010900_4,2003,train
29395010010497_1,2008,train
29395010010497_2,2008,train
29395010010497_4,2008,train
22398412010497_4,2003,train
13050584010497_1,2005,train
13050584010497_2,2005,train
29882044010497_1,2009,train
29882044010497_2,2009,train
29394733010497_1,2007,train
29394733010497_2,2007,train
40220642010497_1,2010,train
40220642010497_4,2010,train
29882825010497_1,2009,train
29882825010497_2,2009,train
29882825010497_4,2009,train
40403468010497_3,2010,train
40403468010497_4,2010,train
29395611010497_1,2008,train
29395611010497_2,2008,train
29395611010497_3,2008,train
22398600010497_3,2003,train
22398600010497_4,2003,train
40220376010497_1,2010,train
40220376010497_2,2010,train
22398359010497_1,2002,train
22398359010497_2,2002,train
22398359010497_3,2002,train
22398359010497_4,2002,train
22398649010497_1,2003,train
22398649010497_2,2003,train
29882823010497_1,2009,train
29882823010497_2,2009,train
29882823010497_3,2009,train
29882823010497_4,2009,train
22398441010497_2,2003,train
22398441010497_4,2003,train
13026273010497_1,2005,train
13026273010497_2,2005,train
13026273010497_3,2005,train
13026273010497_4,2005,train
22398959010497_3,2005,train
8625909010901_1,2006,train
8625909010901_2,2006,train
8625909010901_3,2006,train
8625909010901_4,2006,train
22398601010497_1,2003,train
22398601010497_2,2003,train
22398601010497_3,2003,train
22398601010497_4,2003,train
22399253010497_1,2006,train
22399253010497_3,2006,train
22399253010497_4,2006,train
22399255010497_2,2006,train
22399255010497_3,2006,train
24534250010900_1,2003,train
24534250010900_2,2003,train
24534250010900_3,2003,train
24534250010900_4,2003,train
22398820010497_1,2004,train
22398820010497_2,2004,train
22398820010497_3,2004,train
22398820010497_4,2004,train
25067276010900_2,2004,train
25067276010900_4,2004,train
40220853010497_1,2010,train
40220853010497_2,2010,train
40220853010497_3,2010,train
40220853010497_4,2010,train
22932951010497_1,2008,train
22932951010497_3,2008,train
22932951010497_4,2008,train
22954719010497_1,2007,train
22954719010497_2,2007,train
22954719010497_3,2007,train
22827561010497_1,2007,train
22827561010497_2,2007,train
22827561010497_3,2007,train
22827561010497_4,2007,train
13060417010497_1,2005,train
13060417010497_2,2005,train
13060417010497_3,2005,train
13060417010497_4,2005,train
22398492010497_4,2003,train
8645269010901_3,2006,train
22398593010497_3,2003,train
22931060010497_1,2008,train
22931060010497_2,2008,train
22931060010497_4,2008,train
22398346010497_1,2002,train
22398346010497_3,2002,train
24536541010900_1,2003,train
24536541010900_3,2003,train
25076199010900_4,2004,train
24480435010900_1,2003,train
24480435010900_2,2003,train
24480435010900_3,2003,train
22399125010497_1,2006,train
22399125010497_2,2006,train
22399125010497_3,2006,train
22399125010497_4,2006,train
8644227010901_1,2006,train
8644227010901_2,2006,train
8644227010901_3,2006,train
8644227010901_4,2006,train
22398435010497_4,2003,train
13039392010497_1,2005,train
13039392010497_2,2005,train
13039392010497_4,2005,train
40220900010497_1,2010,train
40220900010497_2,2010,train
40220900010497_3,2010,train
22827631010497_1,2007,train
22827631010497_2,2007,train
22827631010497_3,2007,train
22827631010497_4,2007,train
13025184010497_1,2005,train
13025184010497_2,2005,train
13025184010497_3,2005,train
13025184010497_4,2005,train
29882835010497_1,2009,train
29882835010497_2,2009,train
29882835010497_3,2009,train
29882835010497_4,2009,train
22398983010497_1,2005,train
22398983010497_2,2005,train
22827706010497_1,2007,train
22827706010497_2,2007,train
22827706010497_3,2007,train
22827706010497_4,2007,train
29883089010497_1,2009,train
24844205010900_3,2004,train
40403501010497_1,2010,train
40403501010497_2,2010,train
40403501010497_3,2010,train
40403501010497_4,2010,train
24132612010900_1,2002,train
24132612010900_2,2002,train
24132612010900_3,2002,train
24132612010900_4,2002,train
29394748010497_1,2007,train
29394748010497_2,2007,train
29394748010497_3,2007,train
29394748010497_4,2007,train
29395547010497_2,2008,train
29395547010497_3,2008,train
29395547010497_4,2008,train
29883211010497_1,2009,train
29883211010497_3,2009,train
22399254010497_1,2006,train
22399254010497_2,2006,train
22399254010497_4,2006,train
24465727010900_1,2003,train
24465727010900_3,2003,train
8633064010901_3,2006,train
24869629010900_3,2004,train
24153555010900_1,2002,train
24153555010900_3,2002,train
29881975010497_1,2009,train
29881975010497_4,2009,train
29882525010497_2,2009,train
29882525010497_3,2009,train
29395700010497_1,2008,train
29395700010497_2,2008,train
29395700010497_4,2008,train
22398478010497_2,2003,train
22398478010497_3,2003,train
22398478010497_4,2003,train
24536986010900_1,2003,train
24536986010900_2,2003,train
24536986010900_3,2003,train
24536986010900_4,2003,train
40220157010497_1,2010,train
13018349010497_1,2005,train
13018349010497_2,2005,train
13018349010497_4,2005,train
22399071010497_1,2005,train
22399071010497_2,2005,train
22399071010497_3,2005,train
22399071010497_4,2005,train
24534537010900_1,2003,train
24534537010900_2,2003,train
24534537010900_4,2003,train
29883555010497_1,2009,train
29883555010497_2,2009,train
29883555010497_3,2009,train
29883555010497_4,2009,train
8614672010901_1,2006,train
8614672010901_2,2006,train
8614672010901_4,2006,train
29882541010497_3,2009,train
22399265010497_2,2006,train
8638626010901_1,2006,train
8638626010901_2,2006,train
8638626010901_3,2006,train
8638626010901_4,2006,train
22954420010497_1,2007,train
22954420010497_2,2007,train
22954420010497_3,2007,train
22954420010497_4,2007,train
29395725010497_3,2008,train
29395725010497_4,2008,train
13000318010497_1,2005,train
13000318010497_2,2005,train
13000318010497_3,2005,train
13000318010497_4,2005,train
22954689010497_3,2007,train
22954689010497_4,2007,train
24840377010900_2,2004,train
24840377010900_3,2004,train
24840377010900_4,2004,train
12965856010497_1,2005,train
12965856010497_4,2005,train
22399262010497_1,2006,train
22399262010497_4,2006,train
25072608010900_3,2004,train
22931081010497_1,2008,train
22931081010497_2,2008,train
22931081010497_3,2008,train
22931081010497_4,2008,train
13053565010497_2,2005,train
13053565010497_4,2005,train
12983238010497_1,2005,train
22827603010497_2,2007,train
22827603010497_3,2007,train
22827603010497_4,2007,train
40220129010497_2,2010,train
40220129010497_3,2010,train
24158154010900_4,2002,train
22398371010497_3,2002,train
29395634010497_3,2008,train
40220510010497_1,2010,train
22954599010497_2,2007,train
22954599010497_4,2007,train
22398462010497_1,2003,train
22398462010497_3,2003,train
22398462010497_4,2003,train
22398335010497_1,2002,train
22398335010497_2,2002,train
22398335010497_3,2002,train
22398335010497_4,2002,train
22398581010497_3,2003,train
24164450010900_1,2002,train
24164450010900_2,2002,train
24164450010900_3,2002,train
24164450010900_4,2002,train
22827572010497_1,2007,train
22827572010497_4,2007,train
193209141020004_1,2007,train
193209141020004_2,2007,train
193209141020004_3,2007,train
24850339010900_1,2004,train
24850339010900_3,2004,train
29883469010497_1,2009,train
29883469010497_2,2009,train
29883469010497_3,2009,train
29883469010497_4,2009,train
193209139020004_1,2007,train
193209139020004_2,2007,train
193209139020004_4,2007,train
29882831010497_1,2009,train
29883070010497_2,2009,train
29883070010497_3,2009,train
29883070010497_4,2009,train
22398989010497_2,2005,train
22399043010497_1,2005,train
22399043010497_2,2005,train
22399043010497_3,2005,train
22399043010497_4,2005,train
29883265010497_2,2009,train
29883265010497_3,2009,train
29883265010497_4,2009,train
40403585010497_3,2010,train
40403585010497_4,2010,train
193209119020004_1,2005,train
193209119020004_2,2005,train
40403463010497_1,2010,train
40403463010497_2,2010,train
40403463010497_3,2010,train
24466529010900_1,2003,train
24466529010900_2,2003,train
24466529010900_3,2003,train
24466529010900_4,2003,train
29395666010497_1,2008,train
29395666010497_3,2008,train
22399185010497_3,2006,train
22399185010497_4,2006,train
8650442010901_1,2006,train
8650442010901_2,2006,train
8650442010901_3,2006,train
8650442010901_4,2006,train
22399270010497_1,2006,train
22399134010497_1,2006,train
22399134010497_3,2006,train
22398263010497_1,2002,train
22398263010497_2,2002,train
24207922010900_1,2002,train
24207922010900_3,2002,train
24207922010900_4,2002,train
22827625010497_1,2007,train
22827625010497_2,2007,train
22827625010497_3,2007,train
22827625010497_4,2007,train
29395604010497_4,2008,train
24157483010900_1,2002,train
24157483010900_2,2002,train
24157483010900_3,2002,train
24157483010900_4,2002,train
22398252010497_1,2002,train
22398252010497_2,2002,train
22398252010497_4,2002,train
8615562010901_2,2006,train
8615562010901_3,2006,train
22930934010497_2,2008,train
29395510010497_3,2008,train
29395510010497_4,2008,train
40403513010497_1,2010,train
40403513010497_2,2010,train
40403513010497_3,2010,train
40403513010497_4,2010,train
24121086010900_1,2002,train
24121086010900_2,2002,train
24121086010900_3,2002,train
24121086010900_4,2002,train
22399074010497_2,2005,train
22399074010497_4,2005,train
22398515010497_1,2003,train
22398515010497_2,2003,train
22398515010497_3,2003,train
22398515010497_4,2003,train
29882754010497_1,2009,train
40403483010497_3,2010,train
40403483010497_4,2010,train
24149614010900_2,2002,train
24149614010900_3,2002,train
13053113010497_1,2005,train
13053113010497_4,2005,train
22399013010497_1,2005,train
22828661010497_1,2007,train
22828661010497_3,2007,train
22399011010497_4,2005,train
13055730010497_1,2005,train
13055730010497_2,2005,train
13055730010497_3,2005,train
193209224020004_1,2007,train
193209224020004_2,2007,train
193209224020004_3,2007,train
193209224020004_4,2007,train
22398529010497_2,2003,train
24193687010900_1,2002,train
24193687010900_2,2002,train
24193687010900_3,2002,train
29882626010497_4,2009,train
24134853010900_1,2002,train
24134853010900_2,2002,train
24134853010900_4,2002,train
29395644010497_1,2008,train
29395644010497_2,2008,train
29395644010497_3,2008,train
29395644010497_4,2008,train
40403603010497_1,2010,train
40403603010497_3,2010,train
40403603010497_4,2010,train
22398744010497_1,2004,train
22398744010497_2,2004,train
13004916010497_1,2005,train
13004916010497_2,2005,train
13004916010497_3,2005,train
13004916010497_4,2005,train
22398944010497_1,2005,train
22398944010497_2,2005,train
22398944010497_3,2005,train
24870174010900_2,2004,train
24870174010900_3,2004,train
29882745010497_1,2009,train
29882745010497_2,2009,train
29882745010497_3,2009,train
29882745010497_4,2009,train
40220887010497_1,2010,train
40220887010497_2,2010,train
40220887010497_3,2010,train
40220887010497_4,2010,train
22398562010497_1,2003,train
22398562010497_3,2003,train
40220378010497_1,2010,train
40220378010497_3,2010,train
24830251010900_1,2004,train
24830251010900_2,2004,train
24830251010900_3,2004,train
40220237010497_1,2010,train
40220237010497_2,2010,train
40220237010497_3,2010,train
40220237010497_4,2010,train
22931094010497_2,2008,train
22931094010497_3,2008,train
22931094010497_4,2008,train
22398642010497_2,2004,train
22398642010497_3,2004,train
22398642010497_4,2004,train
24838280010900_1,2004,train
24838280010900_3,2004,train
24838280010900_4,2004,train
25069403010900_2,2004,train
25069403010900_3,2004,train
40220811010497_1,2010,train
40220811010497_3,2010,train
40220811010497_4,2010,train
25077628010900_2,2004,train
25077628010900_3,2004,train
25077628010900_4,2004,train
29882820010497_1,2009,train
29882820010497_2,2009,train
29882820010497_3,2009,train
29882820010497_4,2009,train
29395580010497_1,2008,train
29395580010497_2,2008,train
29395580010497_3,2008,train
29395580010497_4,2008,train
40220407010497_4,2010,train
22954785010497_2,2006,train
22954785010497_3,2006,train
22954785010497_4,2006,train
22827714010497_1,2007,train
22827714010497_3,2007,train
29395648010497_2,2008,train
29395648010497_3,2008,train
29395648010497_4,2008,train
24193223010900_1,2002,train
24193223010900_2,2002,train
24193223010900_3,2002,train
24193223010900_4,2002,train
12979966010497_1,2005,train
12979966010497_2,2005,train
12979966010497_4,2005,train
40403370010497_1,2010,train
40403370010497_2,2010,train
40403370010497_3,2010,train
40403370010497_4,2010,train
29394880010497_3,2008,train
29394880010497_4,2008,train
24832827010900_2,2004,train
24832827010900_4,2004,train
12978314010497_4,2005,train
193209269020004_2,2007,train
193209269020004_3,2007,train
193209269020004_4,2007,train
13205354010497_2,2005,train
13205354010497_3,2005,train
13205354010497_4,2005,train
22399037010497_1,2005,train
22399037010497_3,2005,train
29883300010497_2,2009,train
40220665010497_1,2010,train
40220665010497_3,2010,train
22933110010497_1,2008,train
22398336010497_2,2002,train
25074592010900_2,2004,train
